location,area_sqft,bhk,bath,price
Surendranagar,1979,5,1,10704666
Gondal,4259,1,4,18741115
Navsari,1753,4,2,9170935
Surendranagar,1738,5,1,7765433
Botad,3417,5,4,17489888
Porbandar,2731,2,1,11644611
Amreli,1844,5,4,10069967
Bharuch,2994,1,1,13699673
Patan,1457,3,4,6588459
Rajkot,3496,1,2,19644703
Rajkot,1859,3,4,11307336
Porbandar,4054,2,1,19368675
Mehsana,2420,3,1,14656508
Surat,4005,3,4,28568931
Valsad,2064,1,1,10568412
Valsad,2636,5,4,19959930
Porbandar,377,5,1,2089461
Veraval,558,2,3,2785676
Godhra,3201,5,3,17319391
Botad,4237,4,3,23266937
Morbi,648,2,4,3358152
Surat,2337,3,1,13765975
Anand,2635,3,3,14764890
Sidhpur,4395,1,2,15175621
Porbandar,3990,3,4,20339260
Patan,1039,4,1,4557979
Bhavnagar,1530,2,1,6770674
Anand,1091,2,3,6363558
Porbandar,1350,4,4,7128029
Gandhinagar,4251,3,3,33756667
Dwarka,2497,5,1,12948491
Vapi,2771,2,4,15677931
Valsad,2869,4,3,17963668
Surendranagar,1505,3,2,6941324
Junagadh,3992,2,2,17988046
Rajkot,3435,1,3,20254150
Mahuva,3484,4,3,19671825
Bharuch,838,1,1,3933511
Gondal,3896,3,2,20470889
Nadiad,2895,1,3,12811383
Mehsana,3664,5,3,24477144
Dahod,686,5,3,3262883
Mahuva,3660,2,2,16691702
Bharuch,2352,5,2,12445964
Mahuva,2155,3,2,10113088
Mehsana,1795,2,4,10458748
Ahmedabad,3886,2,2,24562156
Palanpur,2454,3,4,11601453
Anand,1035,1,3,4606659
Bhavnagar,3117,2,1,13056927
Patan,4164,2,1,15848533
Surat,880,3,2,6672503
Bhavnagar,4209,5,3,21771803
Ahmedabad,3704,1,2,21276341
Vadodara,657,3,3,3768961
Surat,1122,4,4,7551282
Vadodara,388,2,1,2604359
Dahod,2543,2,2,9800496
Jetpur,3681,5,3,19119247
Vapi,3046,3,3,17455443
Anand,2292,1,3,9830659
Veraval,1727,3,2,8219817
Gondal,3051,5,2,18886277
Surat,2136,4,1,15653918
Godhra,1497,3,4,7048539
Veraval,2243,3,4,13139376
Godhra,700,5,4,3232976
Gandhinagar,3653,1,2,21781535
Junagadh,3669,3,2,15948716
Vadodara,2883,3,1,18096774
Palanpur,2984,5,1,14999295
Bhavnagar,3510,3,2,17000697
Surat,4455,3,2,27426031
Vadodara,2731,2,1,15909367
Palanpur,3323,2,2,15153605
Veraval,4052,5,2,23659867
Bharuch,893,4,1,4775886
Surat,3720,4,2,27851386
Sidhpur,610,4,3,2825084
Porbandar,741,5,1,4208740
Gandhinagar,4076,2,1,31231881
Surendranagar,440,1,4,2188383
Rajkot,1250,5,1,7928336
Gandhidham,2392,2,4,11309795
Gandhinagar,1939,5,3,16373286
Bhuj,4246,3,3,22466880
Jamnagar,1453,5,2,8242366
Porbandar,3965,2,1,15699303
Mahuva,610,5,2,3420510
Bhuj,2453,5,1,11531340
Palanpur,1798,1,1,6448398
Palanpur,1854,3,3,9902196
Dwarka,4183,5,3,23508469
Nadiad,4248,1,3,18977637
Mehsana,2987,1,1,15968745
Amreli,372,5,1,1553245
Sidhpur,3371,4,4,17751856
Junagadh,838,3,2,4129731
Dahod,4118,1,2,16026207
Morbi,3608,4,3,19654793
Rajkot,3586,2,1,16574278
Bhavnagar,4134,5,3,26636059
Ahmedabad,2745,1,2,17171301
Junagadh,2732,5,2,15243075
Jamnagar,2457,5,1,14808012
Bharuch,3218,2,3,15506904
Anand,522,5,4,3397074
Rajkot,2460,2,1,13385529
Morbi,2345,4,3,12989841
Rajkot,703,2,2,4412426
Mahuva,1389,4,2,6719480
Surat,2076,2,3,15385699
Bhavnagar,2835,3,1,14836223
Mahuva,2033,2,3,8554630
Botad,3081,1,2,13649357
Gandhidham,1753,4,3,10028779
Godhra,1438,1,3,5057906
Sidhpur,1150,3,4,5971557
Dahod,3061,2,2,12686435
Morbi,4183,4,3,22478721
Navsari,4324,5,4,24863064
Dwarka,1953,3,1,9481174
Mehsana,2469,2,2,14542262
Bhuj,1906,2,3,8932433
Vapi,1864,1,2,10110496
Anand,3097,1,4,14003477
Bhavnagar,2124,5,3,10934272
Porbandar,2510,5,3,13434465
Navsari,3326,4,1,16181548
Jamnagar,1797,5,4,10978079
Porbandar,4026,4,2,18829080
Bhavnagar,1053,5,3,6322415
Rajkot,4140,5,2,24706334
Veraval,789,5,4,4768187
Mehsana,4108,3,4,23167039
Gandhinagar,932,4,3,7202213
Rajkot,946,2,4,5207400
Morbi,3175,4,1,17708339
Mahuva,3106,2,4,13020681
Vapi,4122,2,2,21683992
Patan,3496,5,3,20543410
Porbandar,3696,2,3,17422233
Gandhidham,4450,5,1,22430055
Navsari,1595,3,4,9301900
Godhra,3932,3,4,20015472
Patan,2419,3,2,9550165
Sidhpur,1971,3,4,10669760
Dahod,1186,3,1,5101588
Patan,981,5,2,5570559
Dwarka,3549,5,1,20234944
Porbandar,3179,2,4,14172288
Bhavnagar,1051,1,1,4043797
Amreli,3881,2,4,16487325
Porbandar,2170,5,1,10561515
Botad,3539,5,1,20405566
Vapi,507,3,3,3680338
Porbandar,4277,3,3,21619137
Patan,3054,5,4,17927729
Surendranagar,642,1,3,2537152
Valsad,3190,5,4,23651852
Bharuch,1148,3,1,5685309
Mehsana,1409,4,4,9211736
Amreli,1937,5,3,9779649
Vapi,2057,2,3,12580050
Veraval,1241,3,3,7478897
Gandhinagar,1344,3,4,10124517
Surat,4453,5,2,30294188
Bhuj,3486,4,1,20248930
Sidhpur,1029,5,1,4950322
Morbi,1262,4,3,6091810
Jetpur,4107,2,2,16805876
Dwarka,3811,1,3,16837594
Vadodara,3520,2,4,25866084
Junagadh,4386,2,3,17504128
Mehsana,4382,3,3,28887563
Rajkot,2203,1,3,13440690
Bhuj,2702,3,2,12676919
Surat,2262,1,4,16333039
Navsari,936,1,1,3814450
Porbandar,467,4,3,2331446
Rajkot,1567,4,2,10262026
Junagadh,971,4,4,5230564
Bhavnagar,2501,4,4,14729738
Godhra,1639,3,1,6401948
Rajkot,643,5,4,4295265
Ahmedabad,2299,5,4,21448852
Veraval,2458,1,2,12626267
Ahmedabad,3967,1,1,21717188
Bharuch,2689,2,3,11538045
Gandhinagar,3972,3,1,27477441
Mahuva,711,1,3,2741601
Morbi,3066,2,2,13815308
Gandhinagar,1011,4,4,9217745
Nadiad,822,5,4,5703627
Valsad,641,5,3,4694928
Amreli,3834,1,4,16057196
Dahod,1740,1,2,6694257
Sidhpur,2319,4,1,9230003
Surendranagar,748,2,1,3743934
Dahod,3911,5,4,16441613
Gondal,3762,1,2,15521300
Bhuj,4499,4,2,20799318
Jetpur,3128,3,4,16613842
Amreli,1513,5,3,8891297
Gandhinagar,1477,1,3,11745157
Jamnagar,443,3,3,2020573
Veraval,532,3,1,2697831
Jamnagar,1608,3,4,8009160
Anand,1093,5,3,6419231
Valsad,381,1,1,1640262
Godhra,3700,4,2,16313507
Amreli,392,4,2,1740821
Morbi,406,4,4,2450021
Godhra,1796,4,3,7554255
Botad,3551,2,2,17423971
Sidhpur,2597,2,4,13084352
Junagadh,496,5,4,2429867
Mehsana,3038,1,4,15501961
Gondal,833,4,2,3803731
Porbandar,1429,3,1,6503270
Valsad,399,2,2,2229042
Mahuva,1554,2,3,6872557
Bhuj,1370,2,2,7005396
Dwarka,2033,5,3,11235081
Veraval,3832,2,3,19556595
Rajkot,4208,5,4,29835384
Morbi,1381,3,1,7376047
Navsari,4101,3,1,23566633
Surat,1139,2,4,8167835
Sidhpur,1673,3,1,7734722
Junagadh,4322,3,2,18382515
Dahod,1192,2,1,4965243
Palanpur,3556,4,3,19539789
Dwarka,2828,1,4,12326644
Jamnagar,902,5,2,5536216
Valsad,1780,3,4,12556698
Botad,1180,5,1,6335806
Junagadh,4357,1,3,20098273
Junagadh,2896,2,3,12557435
Porbandar,2387,1,3,10923654
Sidhpur,3378,2,1,15556263
Jamnagar,2887,2,1,13950581
Gandhidham,1285,1,2,5533232
Mehsana,4462,2,4,28047533
Jamnagar,372,5,1,1811702
Godhra,4184,1,1,15715016
Mahuva,2181,3,1,11014289
Bhuj,1506,5,2,8654445
Dwarka,4111,2,3,18387412
Navsari,1899,5,4,13192262
Mahuva,1184,3,1,5004153
Ahmedabad,2812,3,3,21830883
Rajkot,3260,5,2,21762748
Palanpur,3280,1,1,13840661
Morbi,2278,3,4,10862333
Jetpur,3511,5,4,20167147
Surat,4392,3,3,31482164
Vapi,1670,2,4,11426896
Bhavnagar,2127,4,1,12047823
Jetpur,1776,4,3,10128172
Nadiad,1728,3,4,8715253
Rajkot,1315,2,1,6028550
Porbandar,2050,2,3,8943309
Rajkot,2781,1,4,14819492
Morbi,3019,2,3,16027113
Botad,2198,3,1,10862741
Nadiad,3619,2,4,21829195
Jetpur,4325,4,4,25682168
Botad,3895,4,3,18745021
Surendranagar,2402,3,3,11219511
Ahmedabad,1309,3,2,8207732
Morbi,1669,4,2,7966365
Nadiad,4280,3,1,22113980
Botad,1791,5,4,10530854
Gondal,2053,1,3,10161353
Mahuva,4361,2,1,17791830
Anand,3736,4,3,24256164
Bharuch,513,5,1,2634295
Anand,1361,3,1,7679957
Morbi,717,2,1,3164013
Veraval,2265,3,3,12002551
Bharuch,3811,3,2,19082938
Vapi,2242,5,1,13394148
Morbi,2013,1,4,9254704
Palanpur,778,1,4,3685054
Dwarka,382,2,1,2117774
Vapi,2221,4,2,13738770
Mehsana,3670,2,4,19234475
Veraval,409,2,2,2099935
Sidhpur,3338,5,4,16370042
Palanpur,3734,1,2,14952015
Gandhidham,855,3,4,4495376
Vadodara,4277,1,1,24229388
Vadodara,3719,3,3,26893180
Anand,2654,2,4,12944693
Anand,2773,4,3,18129619
Gondal,1270,2,1,5750553
Rajkot,3811,3,2,19529247
Jetpur,2068,2,4,11005681
Porbandar,2368,3,4,13260190
Surat,457,5,3,3662570
Jamnagar,2398,5,4,14125044
Gandhidham,368,5,4,2020937
Palanpur,1761,1,1,6514049
Surendranagar,4182,2,3,20154616
Ahmedabad,2844,4,3,20234392
Dwarka,4017,3,1,18660610
Mahuva,2280,5,3,13627090
Navsari,1277,2,3,5940975
Botad,2414,1,4,10110854
Dahod,1000,5,4,5028628
Amreli,2512,4,4,13900886
Junagadh,3330,4,4,18117098
Godhra,4066,2,3,17556222
Jetpur,3358,5,1,15015741
Anand,1900,1,4,9610388
Anand,3487,4,3,21206117
Gandhidham,890,2,2,5079141
Gandhinagar,603,3,1,4482079
Bharuch,3265,3,4,18348822
Navsari,3607,2,4,20315308
Ahmedabad,1876,3,2,11956661
Veraval,2675,5,3,15575968
Valsad,3952,2,2,22576657
Surat,757,4,2,4730231
Gondal,739,4,1,3275531
Bhuj,3637,1,2,17072555
Godhra,1397,3,3,7135770
Palanpur,3662,3,4,19158042
Patan,3731,2,3,17892403
Surat,1865,1,3,11817953
Valsad,1263,4,4,8403253
Godhra,3509,4,3,15398452
Porbandar,673,4,2,3013294
Nadiad,2726,2,4,13870586
Mahuva,922,3,2,4084405
Bhavnagar,4090,4,1,22973307
Gandhinagar,1049,4,4,8257238
Vapi,2873,1,3,15001313
Nadiad,1182,2,1,5546812
Gondal,4329,2,3,20706541
Botad,2984,2,4,15981852
Bharuch,3440,5,4,17456248
Gandhidham,2690,5,2,17403418
Dahod,2145,5,2,10668717
Gandhidham,3053,3,1,17017594
Dwarka,2559,5,3,16218312
Nadiad,2891,3,3,13911863
Junagadh,2418,1,2,10838228
Valsad,4134,5,4,25857923
Gondal,2669,5,1,14459386
Anand,3383,3,3,17384710
Jamnagar,3752,5,1,20967947
Anand,1399,4,1,8726824
Bhavnagar,2939,3,4,14495563
Morbi,3651,2,3,17105366
Veraval,2082,3,4,11006943
Surat,439,2,1,2711075
Anand,3272,1,1,14470956
Godhra,4230,1,1,14834101
Jamnagar,3674,2,4,18801306
Morbi,3234,2,4,17156727
Dahod,1859,5,3,8518657
Gondal,1708,3,1,9327908
Patan,3959,4,4,20770852
Vapi,1792,4,2,12732641
Gandhidham,647,3,3,3933055
Godhra,3771,1,4,17113828
Porbandar,3568,2,3,17246467
Ahmedabad,1185,1,1,7867558
Gandhidham,2590,3,1,15415116
Valsad,3907,1,3,21395137
Navsari,2556,2,2,11661614
Jamnagar,3107,4,2,15678969
Mehsana,625,2,1,3418872
Botad,933,1,1,3799794
Amreli,637,2,3,2483868
Bharuch,413,4,4,2120175
Vadodara,4055,4,2,25674852
Bhuj,3159,1,2,15181598
Nadiad,2337,2,3,10269292
Jamnagar,2997,3,4,17317886
Gondal,4093,3,1,20000741
Ahmedabad,1805,1,4,12254801
Junagadh,3304,2,3,17112023
Surat,2819,2,3,19698916
Dahod,3244,5,2,12962643
Sidhpur,2579,4,2,10722544
Mehsana,891,3,1,5507988
Patan,2571,2,3,11370978
Amreli,1038,2,2,3766346
Godhra,869,4,1,3826133
Vadodara,2998,2,1,16326404
Dahod,2228,1,3,8094198
Gandhinagar,451,2,1,3066600
Patan,2351,2,3,9348712
Dwarka,2082,3,3,11391275
Botad,771,1,4,3700669
Bhuj,1657,2,1,7451645
Surat,2467,3,2,15574298
Mehsana,3727,3,1,19082291
Dahod,827,4,3,3838183
Bhavnagar,2621,3,3,14816153
Junagadh,3047,1,4,13110772
Anand,4169,3,1,23840424
Mahuva,385,4,2,2097686
Botad,4325,5,2,20347705
Amreli,1741,4,4,8415992
Mahuva,3849,1,3,14249085
Gandhinagar,751,1,1,4682198
Amreli,1837,4,4,8911690
Bhuj,2524,3,3,14263038
Gandhidham,2977,2,2,16913614
Gandhinagar,3373,2,4,28087897
Vapi,2335,4,3,18108317
Bharuch,2412,5,2,13231134
Bhuj,1723,4,1,8846001
Surendranagar,577,5,3,2902134
Jetpur,4165,4,1,22968724
Gondal,4437,2,3,24191402
Godhra,836,2,4,3832876
Navsari,1161,3,1,5530147
Surat,4142,5,2,32343655
Veraval,958,2,4,4437370
Valsad,4427,2,3,28229891
Sidhpur,3208,4,3,15148984
Jamnagar,3513,3,1,19385559
Godhra,1611,5,4,8927858
Rajkot,1459,2,1,8395542
Bharuch,3003,2,1,12295613
Porbandar,849,3,3,4331940
Sidhpur,423,2,3,1608862
Botad,4298,1,2,16364857
Ahmedabad,1482,5,3,12284035
Valsad,1741,3,1,9151029
Botad,2533,1,1,9776824
Valsad,2179,2,2,13603061
Mahuva,2634,3,1,11264634
Vapi,3396,4,3,22780741
Palanpur,587,3,3,2735568
Gondal,4341,2,2,22021276
Sidhpur,2635,1,3,9780728
Rajkot,783,5,2,5485882
Valsad,2702,1,3,13303114
Porbandar,2983,4,4,14457082
Vapi,971,1,1,5375349
Mahuva,3377,3,3,17686932
Vapi,1268,3,4,7903341
Valsad,3431,1,4,18474382
Surendranagar,3344,5,4,20041180
Bhuj,456,4,1,2253264
Ahmedabad,2701,5,3,25019964
Jetpur,3104,3,3,16239865
Veraval,1897,2,1,9286575
Surat,1754,1,3,12087022
Valsad,1157,2,4,6086986
Anand,2697,5,1,15137209
Jamnagar,452,2,2,2476718
Gandhinagar,3740,1,3,26437353
Sidhpur,2201,3,3,10787089
Gandhinagar,435,4,4,3883409
Sidhpur,1459,4,2,6149783
Veraval,388,1,2,1969077
Valsad,1269,4,4,9492699
Rajkot,4356,1,1,23408907
Porbandar,514,2,1,2270120
Gandhidham,1399,2,4,8565247
Rajkot,3778,2,1,17291917
Gandhinagar,1009,3,3,7901907
Gondal,872,5,2,4510020
Junagadh,3778,5,2,21808097
Patan,1230,5,4,7478055
Palanpur,2139,1,1,9114021
Dahod,2041,1,1,6664882
Vapi,2064,5,2,15473194
Morbi,872,1,1,4102471
Rajkot,2000,5,4,14777766
Vadodara,1558,1,1,9866852
Nadiad,3205,1,1,15681949
Gandhidham,1304,1,2,6952135
Amreli,2518,2,2,12194768
Patan,1677,5,4,8572007
Amreli,4052,1,2,14663676
Anand,2017,4,3,11944183
Gandhinagar,3456,4,4,32522493
Gandhinagar,2665,3,4,21804001
Vadodara,2989,1,2,17448539
Surendranagar,1659,2,3,8378175
Bhavnagar,3866,2,3,18042998
Anand,2585,3,4,15092160
Dahod,2770,2,1,9417258
Bhuj,2875,3,2,16633790
Vadodara,2715,1,1,14370591
Junagadh,381,3,1,1988327
Anand,2254,1,2,11984526
Dwarka,2314,2,3,13181417
Vadodara,1097,1,3,7401590
Navsari,2414,5,1,14090787
Bhuj,610,4,3,3487346
Surat,1327,1,2,6798822
Nadiad,4424,1,4,18916616
Godhra,3581,3,3,17046674
Gandhinagar,351,3,3,3163559
Patan,4098,2,2,16120221
Palanpur,3497,5,1,15150673
Gondal,2271,4,4,10804277
Mehsana,1969,1,3,9825354
Mahuva,3327,1,4,15768916
Dwarka,3435,5,4,19343530
Anand,4361,3,2,21242489
Jetpur,3205,3,4,14215581
Surat,4124,4,3,34432400
Surat,2699,3,4,17792204
Amreli,3726,1,3,15276530
Porbandar,3270,1,3,12772364
Patan,1888,1,1,7292246
Dahod,2088,4,2,8399252
Palanpur,3770,3,3,16026252
Navsari,4364,1,2,22508690
Mehsana,1441,1,2,7496167
Gandhinagar,816,2,2,5121903
Jetpur,3895,1,1,17893640
Vapi,3490,4,3,25672885
Bharuch,3557,2,3,14701903
Jamnagar,3121,5,4,17805376
Porbandar,4090,1,3,16626998
Dwarka,474,5,3,2802300
Palanpur,1028,3,3,4333324
Mahuva,743,2,4,3851946
Ahmedabad,1491,4,2,11612458
Dahod,2713,4,1,12714921
Amreli,814,2,2,3939369
Gandhidham,584,2,4,3193184
Surat,2620,1,3,15177630
Junagadh,1400,1,1,5592920
Patan,1598,1,3,6225983
Dwarka,1919,5,1,12053864
Vapi,3518,3,4,21931925
Rajkot,3768,4,1,25536092
Palanpur,1987,1,4,7964976
Amreli,1174,3,2,5006905
Bhuj,1385,5,2,8333543
Amreli,3905,3,4,21038306
Valsad,2922,5,2,21598390
Valsad,3258,1,1,18760974
Morbi,3928,4,4,18463920
Vadodara,4247,5,1,32178552
Nadiad,4257,1,3,21012632
Mahuva,3885,1,4,16729902
Nadiad,2658,1,1,10833522
Botad,3395,4,3,16530490
Anand,2457,5,1,16217207
Vadodara,3502,2,3,24941533
Navsari,3783,3,4,18988512
Godhra,2396,3,4,10161132
Patan,3908,4,1,17708216
Patan,4185,2,1,15213479
Ahmedabad,2776,2,3,17214643
Godhra,4447,5,4,20294101
Ahmedabad,2287,3,3,19633147
Vadodara,1684,1,2,8426771
Valsad,1349,2,3,6591741
Junagadh,2238,5,2,12076424
Gondal,781,4,4,3828153
Gandhidham,2401,5,2,12958892
Jetpur,2287,2,2,10811630
Gandhinagar,1509,2,2,11870950
Morbi,2767,5,2,15679837
Valsad,4025,1,1,19703388
Junagadh,1156,4,2,5038227
Bhavnagar,1828,3,1,7747630
Patan,2696,1,2,10253123
Junagadh,1921,4,3,9935644
Bhuj,2990,4,3,16630510
Morbi,2908,3,4,14448789
Bhuj,2719,5,1,16128502
Palanpur,4270,1,4,19277184
Anand,2855,4,1,16527923
Bhuj,1456,2,1,5894446
Vadodara,4182,3,1,24726673
Valsad,4193,3,2,24004372
Porbandar,3329,1,1,13363003
Gandhidham,1430,4,2,7398593
Patan,3695,5,2,16767302
Anand,4124,2,4,19894929
Amreli,4366,3,2,19630037
Sidhpur,2760,4,1,13215832
Dahod,4405,5,4,22297654
Nadiad,1871,3,2,10413050
Navsari,419,5,1,2462589
Valsad,4168,2,1,24238772
Gandhinagar,4203,2,4,34374465
Nadiad,3718,5,1,18810901
Navsari,3628,5,4,23710886
Gondal,1277,2,3,6272728
Surat,1690,2,3,11708940
Valsad,1859,4,1,9684589
Porbandar,2127,2,3,9718839
Jetpur,906,2,3,4285901
Dahod,2700,1,1,10033057
Dwarka,1901,5,4,10847001
Porbandar,2145,1,4,9837717
Jamnagar,3525,4,1,19587253
Vapi,1676,2,1,10874456
Bharuch,3159,1,4,16321519
Mehsana,1942,3,2,12471180
Veraval,1114,1,1,5379922
Vapi,1161,4,2,7316527
Nadiad,3725,2,3,19194492
Botad,1138,1,1,4388089
Sidhpur,2558,4,3,12201008
Jamnagar,3847,5,3,22239235
Porbandar,3256,4,4,15007246
Jetpur,1752,2,1,8697355
Surat,3416,3,2,22291938
Sidhpur,3077,1,1,13373921
Dahod,1399,4,4,6110595
Bhavnagar,1428,3,1,6533273
Valsad,1899,5,3,11296428
Mahuva,2809,1,4,14258633
Junagadh,4063,1,3,15021954
Gandhinagar,1843,5,2,15758090
Gandhidham,3225,1,4,15315921
Sidhpur,1687,2,3,7831734
Porbandar,1714,5,2,9332347
Surat,3396,1,3,21323045
Surat,4438,4,2,28305094
Botad,2651,5,4,16284977
Gandhidham,3404,2,1,17171710
Porbandar,3539,3,4,18557676
Vadodara,1604,4,4,10138916
Bhuj,3192,1,3,16105652
Nadiad,3176,1,2,16527323
Jamnagar,1018,4,3,6151631
Dahod,782,4,4,3875733
Ahmedabad,1602,5,3,14837531
Bhuj,2658,3,4,13923296
Vapi,3467,3,2,20593006
Godhra,1430,2,2,5110104
Vapi,2259,2,2,14098000
Dahod,1498,1,3,5466758
Gandhinagar,2385,5,1,22200813
Anand,2473,2,2,12174857
Botad,644,4,2,3372364
Gandhinagar,1741,4,3,14122538
Veraval,3572,1,3,15676995
Anand,731,1,2,3570669
Palanpur,3841,1,4,16136055
Navsari,2929,4,1,14406174
Gandhinagar,1936,3,2,13198253
Bharuch,3995,3,4,23006542
Botad,4131,3,3,19863371
Bharuch,3006,2,2,13656971
Surendranagar,953,2,3,3935042
Jetpur,1729,2,1,8046314
Amreli,4298,1,1,15976681
Morbi,3114,4,4,19052615
Patan,3605,1,1,14751036
Bharuch,1276,1,3,5486325
Ahmedabad,4492,3,3,31440552
Vapi,2307,4,3,17232633
Dwarka,1405,5,2,8370599
Dahod,444,3,2,1769719
Surat,4013,2,3,25747644
Vadodara,3746,3,4,22384953
Bhuj,2820,5,1,15659954
Veraval,695,3,3,3694614
Mahuva,835,4,3,4103428
Veraval,662,5,3,3462094
Gandhinagar,1897,4,4,14486366
Jamnagar,1259,5,4,7033259
Surat,2547,4,1,15795068
Gandhinagar,2074,1,4,16953049
Navsari,2074,4,4,12667185
Mahuva,3977,3,2,16937970
Surendranagar,3511,1,3,13268889
Gondal,1410,3,3,7798551
Vapi,3752,1,1,22993808
Morbi,562,5,1,3062201
Surendranagar,2503,1,1,9600496
Godhra,2194,1,2,9221258
Patan,3382,5,2,14856092
Navsari,4044,2,4,21632873
Vadodara,1766,3,4,11057080
Morbi,1041,2,4,4899959
Surat,897,1,3,6217936
Patan,3547,5,1,17811418
Patan,2968,4,2,13545227
Valsad,3664,3,2,20460743
Patan,2733,1,3,12264276
Bhavnagar,554,5,3,3243041
Jetpur,4116,1,4,17000552
Palanpur,2033,4,3,9877430
Bharuch,1190,5,1,5854557
Nadiad,1243,5,2,7199484
Gandhinagar,3261,5,3,31056203
Dahod,2986,4,4,12569868
Morbi,1604,4,3,8186414
Valsad,2167,4,3,13706660
Mahuva,1973,4,3,10990577
Gandhidham,1253,3,1,5928037
Godhra,1670,1,1,6281188
Vapi,2603,1,3,14698751
Dahod,3362,1,2,12635945
Bharuch,1591,5,4,10283165
Bharuch,3083,5,3,19990033
Junagadh,3439,5,3,17175999
Gandhinagar,485,1,3,3785954
Mehsana,443,4,2,2962042
Amreli,757,2,3,3055858
Godhra,2631,3,4,11624432
Nadiad,4178,2,4,20817261
Dwarka,1519,4,1,7200714
Porbandar,383,4,2,2146335
Rajkot,693,5,1,4859594
Gandhidham,697,1,4,3401845
Surendranagar,3695,4,3,20224168
Godhra,1421,1,2,5597130
Botad,3990,2,1,19599540
Gondal,3998,1,4,19045566
Gandhidham,4164,2,2,23024524
Porbandar,1691,5,1,9004917
Mahuva,2663,5,2,14750847
Mehsana,3087,3,4,19757781
Nadiad,3256,1,4,15033328
Navsari,1719,2,2,9560955
Jetpur,555,5,1,3149439
Rajkot,4472,4,2,26218871
Ahmedabad,3284,1,2,19151022
Bhuj,3016,5,1,16066301
Veraval,474,3,4,2775791
Junagadh,2748,2,4,13743542
Surat,1311,3,4,9637153
Bharuch,1800,3,2,9796651
Vadodara,584,1,2,3675774
Gondal,3413,1,1,15591917
Mehsana,1944,4,2,10435789
Sidhpur,1831,5,3,9134115
Bhuj,3472,4,4,19718292
Vapi,3779,3,4,22334103
Botad,1589,5,2,7628014
Porbandar,2517,5,4,14887628
Anand,2689,3,1,14280292
Morbi,1915,3,3,10701556
Gandhinagar,3730,1,2,26184279
Surendranagar,3602,4,4,16921552
Dahod,2936,5,1,13544836
Palanpur,1065,5,1,5583910
Morbi,2722,4,3,15942636
Bhuj,1103,2,3,5816007
Junagadh,4235,1,4,17326759
Mahuva,4427,3,1,20652784
Veraval,2353,2,3,10480896
Gandhidham,592,4,1,3732592
Jamnagar,1180,1,1,4608576
Gandhinagar,2981,2,4,24215206
Amreli,3208,5,3,17059219
Palanpur,2367,3,1,12073019
Junagadh,1881,1,4,9529164
Bhuj,1187,5,4,7725932
Bharuch,2504,5,2,12415292
Patan,2680,3,2,11482080
Amreli,2938,3,1,12883427
Bhuj,1294,1,2,5048575
Vadodara,2037,1,1,11879459
Gandhinagar,1019,1,3,6905447
Dwarka,3966,2,2,21136827
Valsad,4463,4,2,25343293
Gandhinagar,1107,5,2,8798142
Vapi,3697,4,3,24226274
Rajkot,4400,1,2,22672748
Patan,3736,4,4,21021283
Junagadh,3605,4,3,20653254
Mehsana,2057,1,2,11075134
Amreli,805,2,1,2922220
Jamnagar,1642,4,4,9848274
Gandhidham,545,3,1,3126613
Dwarka,2352,5,3,16192363
Jetpur,3224,5,1,14639788
Ahmedabad,710,1,4,4699758
Sidhpur,1391,5,2,6339343
Morbi,3345,2,2,14826509
Surat,3181,2,4,24269238
Navsari,3065,3,1,16559129
Veraval,715,5,2,3623793
Surendranagar,1526,4,2,8930157
Dwarka,2658,3,2,13965675
Morbi,2948,4,3,15690949
Bhavnagar,2943,1,3,13525647
Morbi,762,1,3,2885514
Dwarka,2126,5,3,14095435
Jamnagar,1482,2,2,6242754
Bhuj,4348,5,4,24905771
Jamnagar,2970,5,4,19237560
Sidhpur,660,4,4,3150011
Vadodara,1406,4,3,9920461
Veraval,1436,1,2,5922620
Junagadh,4140,3,2,19378959
Jamnagar,583,2,3,2678425
Amreli,2546,1,4,9493461
Patan,1104,3,2,5280354
Amreli,2169,1,2,8910147
Gondal,2008,5,3,11719100
Porbandar,367,3,2,1687753
Mehsana,2532,5,1,14549725
Ahmedabad,3857,1,3,22927010
Bhavnagar,3070,4,3,16050286
Jetpur,2975,4,4,17527284
Bhuj,4201,1,2,18019573
Jetpur,3649,5,2,21263628
Mehsana,2538,3,2,13919371
Patan,3642,1,2,15218546
Vadodara,2476,3,3,14658857
Botad,3162,4,1,14746993
Veraval,2211,1,3,9207885
Godhra,766,4,4,3214055
Dwarka,4347,2,1,19148050
Surendranagar,1296,3,3,5892191
Vadodara,3843,2,2,26451673
Godhra,4130,2,4,19075609
Vadodara,1513,2,3,10205289
Valsad,3297,4,3,19498205
Ahmedabad,3291,1,4,23702898
Bhavnagar,4448,2,4,22751411
Navsari,475,2,3,2246911
Gondal,819,3,2,4552889
Dwarka,3572,1,3,14817403
Botad,3385,1,3,13420841
Vadodara,426,5,3,3520074
Bhavnagar,3492,4,2,17549160
Morbi,1093,2,4,5142853
Dahod,1431,4,2,6401098
Morbi,3472,4,3,17591165
Jetpur,1898,2,2,9723938
Gandhidham,3014,4,2,16954944
Vadodara,2510,5,2,19202587
Palanpur,4463,5,3,26510046
Botad,3689,5,2,18919043
Sidhpur,582,5,2,3096783
Anand,2369,3,3,12343783
Valsad,4415,2,3,21747908
Bhavnagar,3611,3,2,16495272
Palanpur,1471,1,1,6015939
